{'first_name': 'Cameron', 'last_name': 'Gaunce', 'Team Name': 'Syracuse', 'Team Nickname': 'Crunch', 'Aggression': 12, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 15, 'Speed': 14, 'Stamina': 14, 'Strength': 15, 'Fighting': 9, 'Screening': 8, 'Getting Open': 12, 'Passing': 14, 'Puck Handling': 13, 'Shooting Accuracy': 8, 'Shooting Range': 13, 'Offensive Read': 12, 'Checking': 15, 'Faceoffs': 6, 'Hitting': 15, 'Positioning': 12, 'Shot Blocking': 13, 'Stickchecking': 15, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 816}
{'first_name': 'Nathan', 'last_name': 'MacKinnon', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 7, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 19, 'Agility': 18, 'Balance': 17, 'Speed': 19, 'Stamina': 18, 'Strength': 15, 'Fighting': 8, 'Screening': 16, 'Getting Open': 18, 'Passing': 18, 'Puck Handling': 19, 'Shooting Accuracy': 18, 'Shooting Range': 9, 'Offensive Read': 19, 'Checking': 13, 'Faceoffs': 12, 'Hitting': 11, 'Positioning': 14, 'Shot Blocking': 6, 'Stickchecking': 15, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 2092}
{'first_name': 'Matt', 'last_name': 'Nieto', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 6, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 15, 'Balance': 14, 'Speed': 13, 'Stamina': 15, 'Strength': 13, 'Fighting': 6, 'Screening': 12, 'Getting Open': 12, 'Passing': 14, 'Puck Handling': 15, 'Shooting Accuracy': 14, 'Shooting Range': 7, 'Offensive Read': 14, 'Checking': 15, 'Faceoffs': 11, 'Hitting': 12, 'Positioning': 16, 'Shot Blocking': 8, 'Stickchecking': 15, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 931}
{'first_name': 'J.T.', 'last_name': 'Compher', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 7, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 15, 'Balance': 15, 'Speed': 16, 'Stamina': 15, 'Strength': 13, 'Fighting': 7, 'Screening': 12, 'Getting Open': 14, 'Passing': 14, 'Puck Handling': 15, 'Shooting Accuracy': 15, 'Shooting Range': 8, 'Offensive Read': 14, 'Checking': 14, 'Faceoffs': 13, 'Hitting': 12, 'Positioning': 15, 'Shot Blocking': 8, 'Stickchecking': 14, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 999}
{'first_name': 'Pavel', 'last_name': 'Francouz', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 7, 'Bravery': 1, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 14, 'Goalie Stamina': 15, 'Acceleration': 1, 'Agility': 1, 'Balance': 1, 'Speed': 1, 'Stamina': 1, 'Strength': 1, 'Fighting': 1, 'Screening': 1, 'Getting Open': 1, 'Passing': 1, 'Puck Handling': 1, 'Shooting Accuracy': 1, 'Shooting Range': 1, 'Offensive Read': 1, 'Checking': 1, 'Faceoffs': 1, 'Hitting': 1, 'Positioning': 1, 'Shot Blocking': 1, 'Stickchecking': 1, 'Defensive Read': 1, 'G Positioning': 14, 'G Passing': 14, 'G Pokecheck': 13, 'Blocker': 14, 'Glove': 14, 'Rebound': 14, 'Recovery': 14, 'G Puckhandling': 13, 'Low Shots': 14, 'G Skating': 15, 'Reflexes': 14, 'TPE': 613}
{'first_name': 'Joonas', 'last_name': 'Donskoi', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 7, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 16, 'Balance': 14, 'Speed': 15, 'Stamina': 15, 'Strength': 13, 'Fighting': 6, 'Screening': 14, 'Getting Open': 15, 'Passing': 15, 'Puck Handling': 15, 'Shooting Accuracy': 15, 'Shooting Range': 7, 'Offensive Read': 15, 'Checking': 15, 'Faceoffs': 9, 'Hitting': 11, 'Positioning': 15, 'Shot Blocking': 7, 'Stickchecking': 15, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1033}
{'first_name': 'Pierre-Édouard', 'last_name': 'Bellemare', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 6, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 15, 'Balance': 13, 'Speed': 14, 'Stamina': 13, 'Strength': 13, 'Fighting': 6, 'Screening': 12, 'Getting Open': 14, 'Passing': 13, 'Puck Handling': 14, 'Shooting Accuracy': 14, 'Shooting Range': 5, 'Offensive Read': 12, 'Checking': 16, 'Faceoffs': 16, 'Hitting': 13, 'Positioning': 16, 'Shot Blocking': 9, 'Stickchecking': 13, 'Defensive Read': 16, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 970}
{'first_name': 'André', 'last_name': 'Burakovsky', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 7, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 14, 'Balance': 14, 'Speed': 16, 'Stamina': 13, 'Strength': 14, 'Fighting': 7, 'Screening': 15, 'Getting Open': 14, 'Passing': 14, 'Puck Handling': 16, 'Shooting Accuracy': 16, 'Shooting Range': 7, 'Offensive Read': 15, 'Checking': 15, 'Faceoffs': 13, 'Hitting': 12, 'Positioning': 15, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1043}
{'first_name': 'Valeri', 'last_name': 'Nichushkin', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 3, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 15, 'Balance': 12, 'Speed': 15, 'Stamina': 12, 'Strength': 14, 'Fighting': 6, 'Screening': 14, 'Getting Open': 13, 'Passing': 14, 'Puck Handling': 16, 'Shooting Accuracy': 14, 'Shooting Range': 6, 'Offensive Read': 12, 'Checking': 15, 'Faceoffs': 11, 'Hitting': 15, 'Positioning': 16, 'Shot Blocking': 8, 'Stickchecking': 15, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 964}
{'first_name': 'Nikita', 'last_name': 'Zadorov', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 14, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 11, 'Balance': 15, 'Speed': 14, 'Stamina': 15, 'Strength': 17, 'Fighting': 10, 'Screening': 10, 'Getting Open': 12, 'Passing': 13, 'Puck Handling': 14, 'Shooting Accuracy': 7, 'Shooting Range': 15, 'Offensive Read': 11, 'Checking': 15, 'Faceoffs': 7, 'Hitting': 18, 'Positioning': 15, 'Shot Blocking': 14, 'Stickchecking': 16, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1111}
{'first_name': 'Mikko', 'last_name': 'Rantanen', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 9, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 16, 'Balance': 18, 'Speed': 16, 'Stamina': 18, 'Strength': 16, 'Fighting': 6, 'Screening': 17, 'Getting Open': 16, 'Passing': 18, 'Puck Handling': 18, 'Shooting Accuracy': 18, 'Shooting Range': 8, 'Offensive Read': 19, 'Checking': 14, 'Faceoffs': 13, 'Hitting': 11, 'Positioning': 15, 'Shot Blocking': 7, 'Stickchecking': 15, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1840}
{'first_name': 'Vladislav', 'last_name': 'Kamenev', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 8, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 15, 'Balance': 14, 'Speed': 14, 'Stamina': 13, 'Strength': 14, 'Fighting': 6, 'Screening': 14, 'Getting Open': 13, 'Passing': 14, 'Puck Handling': 16, 'Shooting Accuracy': 14, 'Shooting Range': 7, 'Offensive Read': 13, 'Checking': 13, 'Faceoffs': 14, 'Hitting': 14, 'Positioning': 13, 'Shot Blocking': 7, 'Stickchecking': 13, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 846}
{'first_name': 'Tyson', 'last_name': 'Jost', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 7, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 16, 'Balance': 14, 'Speed': 15, 'Stamina': 15, 'Strength': 13, 'Fighting': 6, 'Screening': 13, 'Getting Open': 15, 'Passing': 14, 'Puck Handling': 16, 'Shooting Accuracy': 15, 'Shooting Range': 8, 'Offensive Read': 14, 'Checking': 14, 'Faceoffs': 10, 'Hitting': 12, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 12, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 970}
{'first_name': 'Cale', 'last_name': 'Makar', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 7, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 18, 'Agility': 18, 'Balance': 17, 'Speed': 17, 'Stamina': 18, 'Strength': 14, 'Fighting': 6, 'Screening': 8, 'Getting Open': 16, 'Passing': 18, 'Puck Handling': 17, 'Shooting Accuracy': 10, 'Shooting Range': 18, 'Offensive Read': 17, 'Checking': 15, 'Faceoffs': 6, 'Hitting': 11, 'Positioning': 15, 'Shot Blocking': 11, 'Stickchecking': 14, 'Defensive Read': 16, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1713}
{'first_name': 'Samuel', 'last_name': 'Girard', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 3, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 16, 'Balance': 15, 'Speed': 16, 'Stamina': 16, 'Strength': 11, 'Fighting': 3, 'Screening': 8, 'Getting Open': 12, 'Passing': 16, 'Puck Handling': 17, 'Shooting Accuracy': 6, 'Shooting Range': 16, 'Offensive Read': 13, 'Checking': 15, 'Faceoffs': 8, 'Hitting': 12, 'Positioning': 15, 'Shot Blocking': 12, 'Stickchecking': 14, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1090}
{'first_name': 'Jason', 'last_name': 'Demers', 'Team Name': 'Arizona', 'Team Nickname': 'Coyotes', 'Aggression': 7, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 14, 'Balance': 15, 'Speed': 14, 'Stamina': 16, 'Strength': 15, 'Fighting': 7, 'Screening': 9, 'Getting Open': 11, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 7, 'Shooting Range': 16, 'Offensive Read': 11, 'Checking': 17, 'Faceoffs': 7, 'Hitting': 13, 'Positioning': 16, 'Shot Blocking': 12, 'Stickchecking': 15, 'Defensive Read': 18, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1080}
{'first_name': 'Oliver', 'last_name': 'Ekman Larsson', 'Team Name': 'Arizona', 'Team Nickname': 'Coyotes', 'Aggression': 7, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 17, 'Balance': 16, 'Speed': 16, 'Stamina': 17, 'Strength': 15, 'Fighting': 6, 'Screening': 9, 'Getting Open': 13, 'Passing': 14, 'Puck Handling': 16, 'Shooting Accuracy': 9, 'Shooting Range': 18, 'Offensive Read': 14, 'Checking': 13, 'Faceoffs': 7, 'Hitting': 14, 'Positioning': 16, 'Shot Blocking': 10, 'Stickchecking': 16, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1302}
{'first_name': 'Alex', 'last_name': 'Goligoski', 'Team Name': 'Arizona', 'Team Nickname': 'Coyotes', 'Aggression': 7, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 16, 'Balance': 15, 'Speed': 15, 'Stamina': 17, 'Strength': 12, 'Fighting': 6, 'Screening': 8, 'Getting Open': 11, 'Passing': 15, 'Puck Handling': 16, 'Shooting Accuracy': 7, 'Shooting Range': 15, 'Offensive Read': 15, 'Checking': 14, 'Faceoffs': 8, 'Hitting': 14, 'Positioning': 16, 'Shot Blocking': 15, 'Stickchecking': 15, 'Defensive Read': 16, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1190}
{'first_name': 'Michael', 'last_name': 'Grabner', 'Team Name': 'Arizona', 'Team Nickname': 'Coyotes', 'Aggression': 6, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 17, 'Agility': 14, 'Balance': 12, 'Speed': 18, 'Stamina': 13, 'Strength': 12, 'Fighting': 6, 'Screening': 12, 'Getting Open': 16, 'Passing': 13, 'Puck Handling': 16, 'Shooting Accuracy': 18, 'Shooting Range': 7, 'Offensive Read': 15, 'Checking': 13, 'Faceoffs': 12, 'Hitting': 12, 'Positioning': 15, 'Shot Blocking': 7, 'Stickchecking': 12, 'Defensive Read': 16, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1110}
{'first_name': 'Taylor', 'last_name': 'Hall', 'Team Name': 'Arizona', 'Team Nickname': 'Coyotes', 'Aggression': 7, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 19, 'Agility': 16, 'Balance': 15, 'Speed': 18, 'Stamina': 17, 'Strength': 15, 'Fighting': 6, 'Screening': 15, 'Getting Open': 17, 'Passing': 18, 'Puck Handling': 18, 'Shooting Accuracy': 18, 'Shooting Range': 8, 'Offensive Read': 18, 'Checking': 15, 'Faceoffs': 13, 'Hitting': 12, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1794}
{'first_name': 'Niklas', 'last_name': 'Hjalmarsson', 'Team Name': 'Arizona', 'Team Nickname': 'Coyotes', 'Aggression': 7, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 12, 'Balance': 16, 'Speed': 13, 'Stamina': 16, 'Strength': 15, 'Fighting': 6, 'Screening': 8, 'Getting Open': 10, 'Passing': 13, 'Puck Handling': 13, 'Shooting Accuracy': 5, 'Shooting Range': 14, 'Offensive Read': 10, 'Checking': 20, 'Faceoffs': 6, 'Hitting': 11, 'Positioning': 18, 'Shot Blocking': 17, 'Stickchecking': 18, 'Defensive Read': 17, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1280}
{'first_name': 'Phil', 'last_name': 'Kessel', 'Team Name': 'Arizona', 'Team Nickname': 'Coyotes', 'Aggression': 7, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 17, 'Agility': 15, 'Balance': 15, 'Speed': 16, 'Stamina': 17, 'Strength': 13, 'Fighting': 6, 'Screening': 14, 'Getting Open': 17, 'Passing': 19, 'Puck Handling': 17, 'Shooting Accuracy': 16, 'Shooting Range': 8, 'Offensive Read': 18, 'Checking': 11, 'Faceoffs': 10, 'Hitting': 10, 'Positioning': 13, 'Shot Blocking': 6, 'Stickchecking': 14, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1373}
{'first_name': 'Brad', 'last_name': 'Richardson', 'Team Name': 'Arizona', 'Team Nickname': 'Coyotes', 'Aggression': 8, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 12, 'Speed': 13, 'Stamina': 13, 'Strength': 14, 'Fighting': 9, 'Screening': 15, 'Getting Open': 14, 'Passing': 13, 'Puck Handling': 12, 'Shooting Accuracy': 15, 'Shooting Range': 6, 'Offensive Read': 13, 'Checking': 16, 'Faceoffs': 16, 'Hitting': 13, 'Positioning': 17, 'Shot Blocking': 8, 'Stickchecking': 15, 'Defensive Read': 16, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1002}
{'first_name': 'Derek', 'last_name': 'Stepan', 'Team Name': 'Arizona', 'Team Nickname': 'Coyotes', 'Aggression': 6, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 15, 'Balance': 15, 'Speed': 14, 'Stamina': 17, 'Strength': 13, 'Fighting': 6, 'Screening': 14, 'Getting Open': 16, 'Passing': 16, 'Puck Handling': 16, 'Shooting Accuracy': 15, 'Shooting Range': 6, 'Offensive Read': 15, 'Checking': 14, 'Faceoffs': 13, 'Hitting': 12, 'Positioning': 16, 'Shot Blocking': 7, 'Stickchecking': 15, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1145}
{'first_name': 'Darcy', 'last_name': 'Kuemper', 'Team Name': 'Arizona', 'Team Nickname': 'Coyotes', 'Aggression': 11, 'Bravery': 1, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 16, 'Goalie Stamina': 16, 'Acceleration': 1, 'Agility': 1, 'Balance': 1, 'Speed': 1, 'Stamina': 1, 'Strength': 1, 'Fighting': 1, 'Screening': 1, 'Getting Open': 1, 'Passing': 1, 'Puck Handling': 1, 'Shooting Accuracy': 1, 'Shooting Range': 1, 'Offensive Read': 1, 'Checking': 1, 'Faceoffs': 1, 'Hitting': 1, 'Positioning': 1, 'Shot Blocking': 1, 'Stickchecking': 1, 'Defensive Read': 1, 'G Positioning': 15, 'G Passing': 15, 'G Pokecheck': 16, 'Blocker': 15, 'Glove': 16, 'Rebound': 14, 'Recovery': 15, 'G Puckhandling': 16, 'Low Shots': 15, 'G Skating': 13, 'Reflexes': 15, 'TPE': 902}
{'first_name': 'Vinnie', 'last_name': 'Hinostroza', 'Team Name': 'Arizona', 'Team Nickname': 'Coyotes', 'Aggression': 6, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 15, 'Balance': 15, 'Speed': 14, 'Stamina': 15, 'Strength': 13, 'Fighting': 8, 'Screening': 12, 'Getting Open': 15, 'Passing': 15, 'Puck Handling': 15, 'Shooting Accuracy': 15, 'Shooting Range': 7, 'Offensive Read': 15, 'Checking': 14, 'Faceoffs': 10, 'Hitting': 12, 'Positioning': 13, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 940}
{'first_name': 'Nick', 'last_name': 'Schmaltz', 'Team Name': 'Arizona', 'Team Nickname': 'Coyotes', 'Aggression': 6, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 16, 'Balance': 15, 'Speed': 16, 'Stamina': 16, 'Strength': 13, 'Fighting': 6, 'Screening': 14, 'Getting Open': 13, 'Passing': 16, 'Puck Handling': 16, 'Shooting Accuracy': 16, 'Shooting Range': 8, 'Offensive Read': 15, 'Checking': 13, 'Faceoffs': 11, 'Hitting': 10, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 15, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1114}
